4
0
-6
-18
-33
-45
-47
-34
-4
36
71
84
64
9
-66
-131
-154
-116
-16
115
225
261
189
18
-197
-371
-417
-289
-8
332
593
644
422
-30
-556
-941
-988
-607
120
949
1538
1574
913
-330
-1766
-2826
-2928
-1688
928
4539
8419
11686
13551
13551
11686
8419
4539
928
-1688
-2928
-2826
-1766
-330
913
1574
1538
949
120
-607
-988
-941
-556
-30
422
644
593
332
-8
-289
-417
-371
-197
18
189
261
225
115
-16
-116
-154
-131
-66
9
64
84
71
36
-4
-34
-47
-45
-33
-18
-6
0
4
